Year,State,Accidents,Fatalities,Cause,Month
2015,West Bengal,2596,505,Weather,Nov
2022,Kerala,1846,437,Overtaking,Dec
2016,Tamil Nadu,3771,645,Speeding,Jan
2023,Haryana,289,58,Vehicle Defect,Mar
2020,Haryana,2671,790,Drunk Driving,May
2023,Haryana,2723,356,Speeding,Aug
2023,Kerala,3119,468,Drunk Driving,Aug
2023,Punjab,4414,1212,Weather,Jun
2023,Bihar,3382,482,Speeding,Jun
2019,Delhi,1386,378,Overtaking,Mar
2021,Rajasthan,3808,1022,Drunk Driving,Nov
2019,Maharashtra,4980,1101,Vehicle Defect,Sep
2016,Delhi,3451,412,Weather,Aug
2015,Tamil Nadu,3896,701,Speeding,Jul
2016,Assam,204,54,Drunk Driving,Nov
2015,Delhi,783,103,Vehicle Defect,Jun
2023,Gujarat,4410,696,Drunk Driving,Sep
2022,Madhya Pradesh,3618,574,Overtaking,Nov
2017,Madhya Pradesh,2069,569,Drunk Driving,Jan
2019,Assam,2621,299,Overtaking,May
2020,Kerala,631,104,Overtaking,Mar
2023,Delhi,371,62,Weather,Jun
2016,Rajasthan,3032,626,Weather,Jul
2021,Madhya Pradesh,3933,402,Drunk Driving,Feb
2021,Delhi,3457,558,Speeding,Jul
2018,Bihar,3819,1005,Speeding,Dec
2018,Karnataka,522,139,Drunk Driving,Jan
2015,Tamil Nadu,589,157,Weather,Nov
2022,Haryana,1979,547,Weather,Mar
2020,Odisha,4310,1271,Drunk Driving,Sep
2016,Odisha,3619,832,Drunk Driving,May
2017,Uttar Pradesh,300,33,Vehicle Defect,Feb
2018,Punjab,2821,499,Speeding,Aug
2018,Bihar,3721,970,Vehicle Defect,Oct
2018,Punjab,3684,593,Drunk Driving,Nov
2023,Gujarat,4078,679,Speeding,Jun
2015,Karnataka,4590,1188,Speeding,Aug
2017,Punjab,4555,527,Vehicle Defect,Sep
2019,Uttar Pradesh,1564,463,Weather,Jul
2022,Tamil Nadu,3891,846,Weather,Nov
2015,Rajasthan,4145,1217,Drunk Driving,Oct
2020,Madhya Pradesh,2952,329,Speeding,Feb
2018,Madhya Pradesh,1273,376,Overtaking,Mar
2019,Kerala,4561,921,Overtaking,Dec
2023,West Bengal,956,166,Speeding,Feb
2020,Assam,1624,426,Speeding,Oct
2022,Delhi,3150,734,Vehicle Defect,Jan
2015,Assam,684,142,Vehicle Defect,Mar
2015,Gujarat,994,212,Drunk Driving,Aug
2023,Delhi,4614,662,Speeding,Oct
2017,Odisha,2022,516,Vehicle Defect,Aug
2015,Delhi,899,151,Vehicle Defect,Feb
2020,West Bengal,1944,234,Weather,Apr
2018,Kerala,253,58,Overtaking,Aug
2021,Karnataka,3163,610,Overtaking,Jan
2020,Kerala,3677,788,Speeding,Aug
2019,Assam,2239,437,Overtaking,Apr
2021,Bihar,3703,625,Drunk Driving,Jul
2022,Kerala,3250,849,Weather,Jan
2017,Karnataka,3015,688,Speeding,Feb
2021,Bihar,314,65,Overtaking,Aug
2020,Rajasthan,3664,598,Overtaking,Mar
2015,Kerala,4095,507,Drunk Driving,Oct
2016,Karnataka,623,153,Overtaking,Sep
2017,Tamil Nadu,4455,655,Drunk Driving,Apr
2017,Tamil Nadu,3821,947,Speeding,Nov
2020,Rajasthan,4762,589,Vehicle Defect,Jul
2023,Maharashtra,2826,539,Drunk Driving,May
2020,Gujarat,4070,563,Overtaking,Oct
2018,Punjab,1715,498,Vehicle Defect,Mar
2017,Bihar,952,142,Drunk Driving,May
2018,Tamil Nadu,1996,313,Speeding,Jul
2018,Delhi,1838,547,Weather,Dec
2016,West Bengal,3035,662,Drunk Driving,Jun
2023,Punjab,602,88,Speeding,Oct
2023,Bihar,903,91,Drunk Driving,Jun
2016,Karnataka,1402,290,Speeding,Aug
2022,West Bengal,3056,764,Drunk Driving,Jun
2019,Assam,638,157,Drunk Driving,May
2020,Madhya Pradesh,4490,974,Overtaking,Mar
2017,Madhya Pradesh,1632,412,Overtaking,Feb
2015,Kerala,596,156,Weather,Apr
2015,Uttar Pradesh,619,74,Weather,Jan
2021,Madhya Pradesh,1980,339,Speeding,Oct
2016,Bihar,4588,497,Overtaking,Sep
2016,Karnataka,2675,420,Overtaking,Oct
2021,Madhya Pradesh,2061,559,Overtaking,Oct
2022,Gujarat,2526,557,Drunk Driving,Feb
2022,Madhya Pradesh,2804,290,Weather,Oct
2016,Assam,1940,241,Drunk Driving,Feb
2021,Haryana,4611,1012,Vehicle Defect,Apr
2021,Karnataka,579,73,Overtaking,Aug
2015,Karnataka,2362,480,Drunk Driving,Jan
2020,Punjab,1788,334,Overtaking,May
2015,Punjab,4939,605,Speeding,Nov
2023,Karnataka,4860,931,Vehicle Defect,Jul
2018,Gujarat,3538,356,Weather,Dec
2015,Rajasthan,4964,1236,Vehicle Defect,Jun
2017,West Bengal,3595,490,Vehicle Defect,Mar
2019,Bihar,908,121,Overtaking,Sep
2018,Maharashtra,2318,617,Weather,Aug
2015,Maharashtra,1380,195,Overtaking,Jun
2023,Uttar Pradesh,263,49,Speeding,Sep
2019,Assam,741,126,Weather,Jun
2019,Haryana,2385,379,Overtaking,Aug
2021,Assam,4998,1133,Speeding,Nov
2020,Tamil Nadu,2804,535,Vehicle Defect,Apr
2016,Punjab,1716,251,Speeding,Apr
2018,Tamil Nadu,4020,1058,Overtaking,Apr
2017,Madhya Pradesh,2439,291,Overtaking,Mar
2020,Madhya Pradesh,971,137,Weather,Jan
2016,Kerala,903,175,Vehicle Defect,Jan
2016,Karnataka,3093,805,Drunk Driving,Mar
2015,Punjab,3002,825,Speeding,May
2015,Assam,1342,160,Overtaking,Feb
2021,Delhi,2092,584,Drunk Driving,Dec
2023,Assam,819,182,Weather,Oct
2016,Haryana,3082,535,Vehicle Defect,Apr
2017,Kerala,3755,827,Speeding,Nov
2021,Tamil Nadu,3961,405,Speeding,Dec
2017,Maharashtra,4647,790,Speeding,Oct
2016,Uttar Pradesh,4713,1051,Vehicle Defect,Sep
2017,Odisha,1367,219,Overtaking,Aug
2022,Delhi,2024,205,Speeding,Feb
2018,Assam,129,38,Overtaking,May
2017,West Bengal,127,20,Overtaking,Oct
2019,Karnataka,4427,627,Overtaking,Nov
2020,Gujarat,1297,190,Vehicle Defect,Sep
2016,Assam,1691,347,Drunk Driving,Nov
2020,Bihar,357,99,Overtaking,Sep
2020,Punjab,2185,393,Vehicle Defect,Mar
2022,Madhya Pradesh,4208,783,Overtaking,Jul
2023,Bihar,3657,742,Overtaking,Jun
2015,Rajasthan,4364,647,Speeding,May
2018,Rajasthan,3035,400,Drunk Driving,Mar
2023,Haryana,3136,872,Overtaking,May
2016,Tamil Nadu,4320,811,Vehicle Defect,Jun
2018,Bihar,1686,223,Weather,Sep
2016,Kerala,2056,385,Vehicle Defect,May
2019,West Bengal,1103,176,Weather,Jan
2020,Karnataka,1823,336,Drunk Driving,May
2019,Gujarat,2974,760,Drunk Driving,Jan
2020,West Bengal,4474,929,Vehicle Defect,May
2019,Delhi,1939,560,Speeding,Apr
2015,Haryana,487,143,Overtaking,Jun
2020,Bihar,4969,1187,Speeding,Oct
2016,Punjab,3858,687,Overtaking,Sep
2020,Madhya Pradesh,1202,295,Overtaking,Jul
2020,Rajasthan,265,53,Drunk Driving,Jun
2018,Maharashtra,2099,531,Vehicle Defect,Sep
2016,Haryana,3831,969,Vehicle Defect,Sep
2017,Tamil Nadu,767,167,Drunk Driving,Sep
2018,West Bengal,3183,346,Overtaking,May
2017,Madhya Pradesh,2375,491,Weather,Jan
2020,Karnataka,3406,881,Vehicle Defect,Sep
2019,Assam,2434,706,Speeding,Jan
2015,Madhya Pradesh,3042,772,Speeding,Nov
2017,Punjab,2428,398,Overtaking,Apr
2018,Bihar,146,28,Drunk Driving,Dec
2022,Madhya Pradesh,989,138,Weather,Mar
2022,Karnataka,4844,1173,Speeding,Nov
2021,Madhya Pradesh,1917,267,Weather,Apr
2020,Gujarat,841,206,Vehicle Defect,Sep
2016,Odisha,940,127,Overtaking,Sep
2016,Odisha,3380,499,Vehicle Defect,Dec
2022,Madhya Pradesh,3545,842,Weather,Sep
2020,Gujarat,1897,549,Overtaking,Aug
2015,Maharashtra,3713,845,Speeding,May
2017,Uttar Pradesh,3826,1073,Overtaking,Apr
2016,Karnataka,2581,641,Drunk Driving,Nov
2022,Punjab,1755,481,Speeding,Dec
2019,Haryana,2048,608,Weather,Sep
2020,Punjab,3111,465,Overtaking,Aug
2021,Madhya Pradesh,1694,244,Weather,Sep
2015,West Bengal,668,86,Speeding,Mar
2023,Maharashtra,1316,185,Overtaking,Sep
2016,Delhi,4310,1286,Speeding,Dec
2023,Uttar Pradesh,2964,886,Weather,Oct
2022,Maharashtra,2199,507,Drunk Driving,Jun
2016,Delhi,4394,858,Overtaking,May
2021,Delhi,1725,320,Speeding,Apr
2023,Maharashtra,3919,598,Vehicle Defect,Dec
2020,Odisha,1128,315,Weather,Apr
2020,Rajasthan,767,181,Drunk Driving,Jun
2016,Assam,2976,658,Weather,Aug
2015,Tamil Nadu,4805,1117,Speeding,Sep
2016,Maharashtra,2828,631,Vehicle Defect,Sep
2022,Punjab,360,62,Overtaking,Jan
2019,Madhya Pradesh,4079,1198,Speeding,Dec
2021,Kerala,4576,784,Weather,Jan
2022,Gujarat,276,70,Speeding,Apr
2021,Karnataka,2023,284,Speeding,Apr
2021,Uttar Pradesh,171,44,Speeding,Dec
2015,Kerala,3215,893,Overtaking,Nov
2022,Haryana,1327,135,Overtaking,Jul
2015,Haryana,4756,682,Speeding,Sep
2022,Gujarat,1848,516,Overtaking,Oct
2015,Madhya Pradesh,3968,702,Overtaking,Apr
2023,Karnataka,644,141,Overtaking,Feb
2016,Bihar,738,101,Speeding,Jul
2023,Bihar,4227,484,Speeding,Jun
2020,West Bengal,3695,421,Vehicle Defect,Sep
2016,Rajasthan,462,127,Weather,Mar
2022,Kerala,401,112,Overtaking,Jun
2018,Kerala,1268,256,Weather,Mar
2015,Uttar Pradesh,1882,282,Vehicle Defect,Jul
2020,Odisha,3035,670,Speeding,Aug
2020,Rajasthan,3122,502,Drunk Driving,Jul
2022,Madhya Pradesh,2882,437,Weather,Jan
2016,Kerala,330,46,Weather,Mar
2022,Odisha,453,83,Weather,Oct
2022,Madhya Pradesh,1085,133,Weather,Jul
2018,Assam,636,189,Drunk Driving,May
2018,Uttar Pradesh,3464,973,Overtaking,Oct
2018,Tamil Nadu,4509,477,Vehicle Defect,Jul
2020,Karnataka,3616,585,Vehicle Defect,Aug
2021,Gujarat,1363,192,Overtaking,Jul
2021,Kerala,3981,501,Speeding,Oct
2016,Kerala,372,68,Drunk Driving,Oct
2016,Assam,1394,354,Weather,Oct
2018,Punjab,774,121,Overtaking,Nov
2023,Haryana,1065,231,Speeding,Jan
2016,Karnataka,3150,902,Weather,Sep
2018,Kerala,530,73,Speeding,Aug
2019,Punjab,4351,985,Overtaking,Jul
2019,Delhi,2975,733,Drunk Driving,Jan
2015,Rajasthan,1919,296,Drunk Driving,Sep
2021,Kerala,4188,894,Vehicle Defect,Jan
2018,Uttar Pradesh,1879,502,Speeding,Apr
2022,Karnataka,1866,434,Vehicle Defect,Oct
2017,Bihar,3765,1024,Vehicle Defect,Mar
2016,Tamil Nadu,1067,237,Weather,May
2019,Tamil Nadu,4450,826,Speeding,Aug
2016,Assam,4046,677,Vehicle Defect,Apr
2017,Punjab,2265,378,Weather,Aug
2023,Maharashtra,2376,418,Vehicle Defect,May
2018,Delhi,3368,758,Overtaking,Oct
2016,West Bengal,2980,647,Drunk Driving,Sep
2019,Delhi,1941,487,Speeding,Oct
2020,Punjab,2908,420,Speeding,Nov
2015,Rajasthan,2667,488,Overtaking,Nov
2015,Bihar,1316,237,Speeding,Jan
2019,Madhya Pradesh,3970,671,Drunk Driving,Mar
2018,Karnataka,764,220,Speeding,Feb
2019,Kerala,4844,588,Vehicle Defect,Apr
2022,Haryana,1587,226,Weather,Sep
2023,Delhi,3295,481,Drunk Driving,Dec
2022,Maharashtra,3528,872,Overtaking,Aug
2020,Maharashtra,3620,829,Vehicle Defect,Nov
2019,Haryana,208,58,Drunk Driving,Dec
2022,Maharashtra,502,130,Overtaking,Jan
2017,Rajasthan,1106,111,Drunk Driving,Jun
2017,Karnataka,3877,783,Weather,Oct
2020,West Bengal,796,121,Speeding,Jul
2021,Madhya Pradesh,2011,248,Weather,Oct
2016,Maharashtra,2302,471,Overtaking,Oct
2021,Madhya Pradesh,3815,830,Vehicle Defect,Feb
2017,Uttar Pradesh,4068,871,Overtaking,May
2016,Uttar Pradesh,3906,1031,Drunk Driving,Jul
2021,Rajasthan,523,93,Weather,Jan
2017,Tamil Nadu,234,31,Vehicle Defect,Jul
2023,Assam,2911,522,Drunk Driving,Apr
2015,Tamil Nadu,825,196,Drunk Driving,Feb
2020,Uttar Pradesh,3259,712,Weather,Dec
2023,Kerala,222,61,Speeding,Feb
2018,Tamil Nadu,2519,427,Speeding,Jun
2016,Gujarat,3140,402,Drunk Driving,Aug
2023,Rajasthan,4043,1123,Overtaking,Sep
2020,Haryana,3293,918,Weather,Mar
2023,Uttar Pradesh,1001,258,Overtaking,Aug
2018,Uttar Pradesh,4840,1099,Vehicle Defect,Feb
2019,Odisha,3265,760,Vehicle Defect,Mar
2017,Rajasthan,2275,593,Vehicle Defect,Nov
2019,Assam,2082,496,Weather,Jan
2023,Uttar Pradesh,3450,388,Drunk Driving,Mar
2023,Haryana,4426,828,Overtaking,Dec
2019,Maharashtra,4141,793,Drunk Driving,Oct
2017,Gujarat,2252,662,Drunk Driving,May
2023,West Bengal,3354,396,Vehicle Defect,Dec
2022,Punjab,621,125,Speeding,Dec
2015,Karnataka,1396,297,Weather,Dec
2018,Uttar Pradesh,618,159,Weather,Jun
2021,Karnataka,4412,842,Overtaking,Nov
2021,Haryana,4714,1371,Weather,May
2018,Rajasthan,1253,281,Overtaking,Oct
2015,Rajasthan,3402,616,Overtaking,Mar
2023,Odisha,2376,504,Vehicle Defect,Dec
2023,Gujarat,1106,249,Weather,Jun
2017,Gujarat,2017,491,Overtaking,May
2018,Delhi,3453,368,Overtaking,Jan
2020,Kerala,1490,324,Vehicle Defect,Nov
2020,Rajasthan,609,128,Overtaking,Sep
2021,Madhya Pradesh,4071,529,Speeding,May
2023,Maharashtra,3374,831,Overtaking,Dec
2019,Odisha,631,136,Overtaking,Jan
2019,Delhi,4914,670,Weather,May
2015,Assam,2614,782,Overtaking,Mar
2015,Bihar,1221,284,Weather,Jan
2018,Punjab,663,139,Speeding,Aug
2023,Assam,3469,541,Weather,Jun
2015,West Bengal,211,55,Overtaking,Mar
2016,Gujarat,2032,312,Drunk Driving,Jan
2022,Delhi,3036,848,Speeding,Apr
2017,Gujarat,2102,238,Drunk Driving,Apr
2017,Madhya Pradesh,2904,309,Vehicle Defect,Feb
2016,Karnataka,4620,893,Drunk Driving,Jun
2020,Karnataka,1055,133,Weather,Nov
2021,Rajasthan,3132,723,Weather,May
2020,West Bengal,2227,321,Vehicle Defect,Mar
2018,Haryana,4938,1336,Drunk Driving,Oct
2015,Haryana,3172,650,Weather,Oct
2018,Rajasthan,1251,256,Drunk Driving,Nov
2016,Maharashtra,4631,1259,Speeding,Aug
2017,Madhya Pradesh,3759,973,Vehicle Defect,Jan
2023,Delhi,1418,208,Speeding,May
2015,Uttar Pradesh,1348,332,Vehicle Defect,Feb
2015,Tamil Nadu,3995,559,Vehicle Defect,Mar
2021,Maharashtra,2725,531,Overtaking,Jan
2017,Odisha,4882,1409,Drunk Driving,Jan
2016,Gujarat,4426,992,Drunk Driving,Jun
2020,Delhi,140,35,Overtaking,Jan
2015,West Bengal,3427,842,Vehicle Defect,Mar
2016,Haryana,3887,651,Vehicle Defect,Aug
2017,Karnataka,1278,193,Overtaking,Feb
2019,Odisha,3340,962,Vehicle Defect,Aug
2015,Assam,4881,679,Vehicle Defect,May
2022,Madhya Pradesh,4240,733,Speeding,Apr
2019,Punjab,2956,394,Weather,Mar
2018,West Bengal,3583,391,Weather,Sep
2015,Uttar Pradesh,4064,580,Speeding,Jul
2016,Assam,621,107,Drunk Driving,Jun
2020,Punjab,4853,774,Vehicle Defect,Feb
2022,Tamil Nadu,3776,422,Weather,Oct
2015,Maharashtra,4042,733,Drunk Driving,Apr
2023,Kerala,3561,370,Vehicle Defect,Apr
2022,Rajasthan,1775,182,Weather,Mar
2018,Uttar Pradesh,923,266,Vehicle Defect,Apr
2015,Uttar Pradesh,1903,472,Vehicle Defect,Aug
2019,Haryana,1855,464,Vehicle Defect,Feb
2020,Tamil Nadu,257,41,Vehicle Defect,Feb
2020,Odisha,3295,675,Drunk Driving,Mar
2020,Madhya Pradesh,555,148,Weather,Apr
2022,Madhya Pradesh,1379,407,Drunk Driving,Aug
2017,Bihar,3095,802,Weather,Jul
2017,Bihar,1449,257,Overtaking,Nov
2023,Kerala,1236,146,Drunk Driving,Apr
2015,Punjab,1434,159,Weather,Sep
2019,Haryana,3562,389,Overtaking,Aug
2016,Haryana,120,33,Drunk Driving,Aug
2019,Bihar,1788,226,Weather,Apr
2023,West Bengal,3958,657,Weather,Dec
2017,Gujarat,4967,1434,Overtaking,May
2019,West Bengal,3713,652,Drunk Driving,Dec
2017,Delhi,4990,1199,Drunk Driving,Jul
2017,Haryana,4176,428,Vehicle Defect,Aug
2022,Rajasthan,4927,796,Overtaking,Nov
2022,Tamil Nadu,1844,413,Speeding,Apr
2023,Odisha,4907,1434,Vehicle Defect,Dec
2015,Assam,2437,462,Drunk Driving,Apr
2022,Tamil Nadu,2531,554,Overtaking,Oct
2023,Tamil Nadu,2202,573,Overtaking,Apr
2023,Assam,2574,283,Overtaking,Mar
2023,Tamil Nadu,4759,550,Drunk Driving,May
2017,Madhya Pradesh,1331,151,Weather,Jul
2017,Punjab,3412,750,Speeding,Jun
2018,Haryana,4042,731,Vehicle Defect,May
2019,Rajasthan,2380,600,Speeding,Mar
2023,Rajasthan,517,79,Weather,Apr
2019,Tamil Nadu,452,85,Drunk Driving,Oct
2022,Madhya Pradesh,2642,704,Vehicle Defect,May
2021,Assam,3815,657,Speeding,Apr
2023,Assam,1336,155,Drunk Driving,Oct
2018,Gujarat,3939,503,Weather,Dec
2019,Bihar,783,91,Speeding,Nov
2020,Punjab,2620,276,Drunk Driving,Aug
2020,West Bengal,4361,1121,Overtaking,Feb
2020,Bihar,4508,879,Vehicle Defect,Oct
2021,Odisha,3229,799,Drunk Driving,Nov
2015,West Bengal,3106,487,Drunk Driving,Jan
2015,Punjab,2400,432,Speeding,Mar
2017,Delhi,3174,547,Weather,Oct
2021,Tamil Nadu,3645,751,Overtaking,Dec
2020,Uttar Pradesh,3463,771,Overtaking,Jul
2017,Bihar,2640,687,Speeding,Apr
2018,Gujarat,4613,598,Drunk Driving,Oct
2021,Uttar Pradesh,3505,1029,Weather,Aug
2022,Odisha,1086,233,Vehicle Defect,Jun
2020,Assam,2131,569,Weather,Dec
2016,Karnataka,2619,321,Vehicle Defect,May
2016,Delhi,4079,421,Overtaking,Oct
2023,Assam,100,28,Overtaking,Jan
2016,Tamil Nadu,4994,1463,Speeding,Oct
2015,Bihar,3165,335,Weather,May
2015,Bihar,3987,929,Weather,Sep
2018,Maharashtra,1608,395,Vehicle Defect,Jul
2020,Punjab,3144,849,Vehicle Defect,Mar
2017,Rajasthan,976,227,Weather,Jan
2019,Haryana,3507,558,Weather,Oct
2017,Rajasthan,1879,514,Weather,Dec
2021,Rajasthan,2126,224,Speeding,Apr
2019,Tamil Nadu,195,36,Weather,Mar
2019,Uttar Pradesh,4544,810,Drunk Driving,Aug
2018,Punjab,4315,582,Overtaking,Jul
2021,Madhya Pradesh,2854,593,Overtaking,Apr
2023,Haryana,3160,505,Drunk Driving,Apr
2018,Tamil Nadu,3491,471,Drunk Driving,May
2018,Tamil Nadu,3380,695,Speeding,Sep
2020,Bihar,241,54,Vehicle Defect,Feb
2022,Madhya Pradesh,262,41,Overtaking,Feb
2019,Rajasthan,715,193,Drunk Driving,Jul
2018,West Bengal,3130,759,Drunk Driving,Aug
2023,Bihar,3289,512,Drunk Driving,May
2015,Punjab,4474,1169,Speeding,Apr
2020,Karnataka,3889,566,Vehicle Defect,Mar
2018,Karnataka,2450,274,Vehicle Defect,Aug
2017,Karnataka,2916,343,Speeding,Sep
2019,Karnataka,1961,355,Weather,Jul
2019,Madhya Pradesh,3488,952,Weather,Mar
2020,Haryana,2966,759,Weather,Jun
2023,Delhi,1863,483,Drunk Driving,Oct
2019,Madhya Pradesh,3872,530,Overtaking,Jul
2021,Punjab,1273,150,Overtaking,Oct
2023,Punjab,4763,890,Drunk Driving,May
2018,Karnataka,4818,1244,Speeding,Jun
2018,Delhi,193,29,Weather,Jul
2018,Tamil Nadu,4333,911,Weather,Oct
2017,Odisha,3077,908,Drunk Driving,Mar
2020,Madhya Pradesh,2691,401,Weather,Dec
2019,Haryana,492,61,Speeding,Feb
2016,Punjab,4958,1347,Speeding,Jan
2019,Madhya Pradesh,1350,385,Speeding,Jan
2016,Kerala,4787,1306,Weather,Oct
2019,Gujarat,3833,1080,Weather,Feb
2019,Assam,798,208,Drunk Driving,Jun
2021,Odisha,3947,540,Speeding,Feb
2023,Bihar,814,165,Weather,Sep
2019,Odisha,768,193,Speeding,Mar
2021,Gujarat,4657,865,Speeding,Aug
2020,Haryana,427,116,Overtaking,Mar
2023,Karnataka,2754,385,Weather,Aug
2019,Tamil Nadu,2686,793,Speeding,Sep
2015,Maharashtra,1177,167,Vehicle Defect,Sep
2020,Rajasthan,1666,389,Vehicle Defect,Feb
2020,Uttar Pradesh,307,62,Speeding,Dec
2017,Rajasthan,4750,1117,Drunk Driving,Jun
2022,Madhya Pradesh,3208,873,Weather,Mar
2015,Maharashtra,4866,1402,Overtaking,Nov
2021,Tamil Nadu,3363,957,Vehicle Defect,Jul
2017,Tamil Nadu,4826,1403,Vehicle Defect,Apr
2022,Tamil Nadu,1780,420,Drunk Driving,Jul
2021,Maharashtra,4054,747,Overtaking,Mar
2017,Madhya Pradesh,1303,380,Weather,Nov
2017,Punjab,1633,310,Vehicle Defect,Oct
2020,Odisha,284,79,Speeding,Oct
2016,Kerala,774,175,Speeding,Oct
2018,Kerala,600,73,Drunk Driving,Jul
2015,Madhya Pradesh,772,163,Speeding,Jun
2016,Gujarat,2203,363,Overtaking,Apr
2018,Uttar Pradesh,3999,1177,Weather,Nov
2017,Delhi,2534,759,Vehicle Defect,Feb
2023,Assam,3856,1103,Drunk Driving,Apr
2022,Rajasthan,2351,542,Overtaking,Sep
2020,Haryana,1571,352,Speeding,Sep
2022,Delhi,3084,601,Vehicle Defect,Dec
2016,Madhya Pradesh,4597,1325,Speeding,Oct
2016,Punjab,4294,895,Drunk Driving,Jul
2015,Uttar Pradesh,1727,323,Overtaking,Dec
2016,Karnataka,508,73,Vehicle Defect,Jan
2022,Delhi,1851,510,Drunk Driving,Jun
2021,Odisha,4858,486,Drunk Driving,Jul
2016,Odisha,2979,301,Overtaking,Dec
2019,Bihar,2612,500,Overtaking,Feb
2015,Gujarat,4902,1373,Speeding,Jun
2019,Assam,4141,968,Weather,Jul
2022,West Bengal,4877,796,Weather,May
2017,Assam,953,210,Weather,Feb
2022,Punjab,2997,418,Weather,May
2020,Bihar,1353,350,Drunk Driving,Jun
2017,Odisha,4997,535,Speeding,Dec
2015,Karnataka,2600,636,Speeding,Jan
2015,Rajasthan,3265,764,Drunk Driving,Feb
2016,Uttar Pradesh,373,59,Vehicle Defect,Dec
2016,Bihar,2491,267,Weather,Feb
2015,Bihar,878,133,Weather,Oct
2023,Delhi,777,133,Overtaking,Oct
2016,Uttar Pradesh,1895,355,Speeding,Feb
2017,Tamil Nadu,4489,926,Overtaking,Jan
2016,Gujarat,790,191,Drunk Driving,Aug
2018,Odisha,618,153,Drunk Driving,Dec
2022,Kerala,4788,717,Vehicle Defect,Dec
2016,West Bengal,1338,318,Overtaking,Dec
2020,Delhi,3694,406,Weather,Jul
2022,West Bengal,1630,331,Weather,Mar
2017,Assam,2263,443,Vehicle Defect,Dec
2022,Assam,3313,388,Drunk Driving,Sep
2022,Haryana,3959,524,Vehicle Defect,Oct
2016,Rajasthan,3382,994,Vehicle Defect,Dec
2015,Bihar,1029,183,Vehicle Defect,Jun
2020,Rajasthan,1252,281,Drunk Driving,Nov
2020,Kerala,2878,452,Drunk Driving,Nov
2023,Assam,4315,765,Drunk Driving,May
2021,Kerala,4887,720,Drunk Driving,Sep
2022,Haryana,3248,424,Vehicle Defect,Sep
2020,Delhi,167,19,Overtaking,May
2021,Maharashtra,1358,331,Overtaking,Aug
2016,Uttar Pradesh,3468,491,Weather,Jun
2016,Rajasthan,707,138,Drunk Driving,May
2023,Haryana,3566,372,Vehicle Defect,Aug
2022,Maharashtra,4361,496,Speeding,Aug
2020,Gujarat,1883,513,Drunk Driving,Aug
2016,Kerala,2192,314,Drunk Driving,Oct
2023,Maharashtra,2452,497,Speeding,Nov
2021,Karnataka,1571,282,Overtaking,Oct
2022,West Bengal,1107,247,Weather,Oct
2023,Uttar Pradesh,3523,1047,Overtaking,Jun
2023,Haryana,2463,607,Vehicle Defect,Jul
2020,Assam,4492,633,Weather,Dec
2015,Madhya Pradesh,2243,241,Vehicle Defect,Jul
2021,Odisha,2811,521,Weather,May
2023,Uttar Pradesh,529,90,Weather,Jun
2017,Karnataka,1090,192,Speeding,Apr
2017,Tamil Nadu,437,109,Drunk Driving,Jul
2020,Haryana,3224,386,Overtaking,May
2022,Odisha,925,262,Overtaking,Aug
2020,Haryana,3796,961,Overtaking,Sep
2018,Maharashtra,3241,449,Drunk Driving,Aug
2021,Bihar,2856,540,Vehicle Defect,Sep
2023,Odisha,1959,201,Speeding,Oct
2016,Maharashtra,3125,367,Overtaking,Jul
2019,Bihar,3356,948,Speeding,Aug
2018,Karnataka,838,181,Speeding,Sep
2015,Madhya Pradesh,4532,1001,Speeding,Apr
2022,Odisha,415,70,Overtaking,May
2022,Tamil Nadu,4562,1039,Vehicle Defect,Sep
2017,Haryana,1407,158,Drunk Driving,Jun
2020,Punjab,2494,399,Overtaking,Oct
2021,Rajasthan,2504,369,Speeding,Jul
2018,Tamil Nadu,330,89,Drunk Driving,Apr
2023,Madhya Pradesh,1958,359,Weather,Jun
2022,Punjab,3095,466,Speeding,Aug
2016,Maharashtra,3650,913,Weather,Aug
2021,West Bengal,1679,363,Overtaking,Sep
2019,West Bengal,3368,717,Drunk Driving,Dec
2016,Delhi,1942,287,Speeding,Oct
2023,Punjab,4869,873,Vehicle Defect,Oct
2017,Madhya Pradesh,1987,522,Drunk Driving,Jan
2016,Madhya Pradesh,512,100,Vehicle Defect,Mar
2017,Karnataka,4573,934,Weather,May
2020,Gujarat,4476,1025,Overtaking,Feb
2019,Assam,4036,607,Weather,Dec
2022,Tamil Nadu,4274,886,Speeding,Apr
2015,Punjab,3503,749,Vehicle Defect,Aug
2015,West Bengal,181,19,Overtaking,Jul
2015,Gujarat,3536,417,Vehicle Defect,Oct
2023,Maharashtra,2639,694,Speeding,Apr
2020,Bihar,2766,788,Vehicle Defect,Jan
2019,Delhi,1364,302,Weather,Nov
2022,Delhi,2561,511,Drunk Driving,Feb
2022,Maharashtra,4924,671,Drunk Driving,Mar
2022,Rajasthan,2971,312,Weather,Sep
2017,Gujarat,199,22,Drunk Driving,Jul
2021,Rajasthan,2689,349,Speeding,Aug
2016,Assam,1655,352,Drunk Driving,Jul
2023,Assam,4948,662,Weather,Jun
2016,West Bengal,3244,821,Vehicle Defect,Mar
2018,Maharashtra,1939,274,Weather,Apr
2019,Madhya Pradesh,200,24,Vehicle Defect,Dec
2018,Bihar,1023,137,Drunk Driving,Jun
2022,Gujarat,3505,983,Weather,Jan
2021,Bihar,2917,500,Vehicle Defect,Jan
